4,1205.7776970863342,NA
8,650.9769368171692,NA
12,397.7188403606415,NA
16,382.4192843437195,NA
20,271.02331161499023,NA
24,268.11333084106445,NA
28,219.7534601688385,NA
32,180.375718832016,NA
36,168.96690034866333,NA
40,170.2026219367981,NA
44,149.11785984039307,NA
48,150.93198156356812,NA
52,191.44783425331116,NA
56,134.87913703918457,NA
60,132.7418351173401,NA
64,98.49144697189331,NA
68,82.96226930618286,NA
72,89.70286297798157,NA
76,86.26027488708496,NA
80,104.42495465278625,NA
84,99.25211596488953,NA
88,90.50051617622375,NA
92,104.24040341377258,NA
96,111.90010213851929,NA
100,91.00812292098999,NA
104,94.38790917396545,NA
108,105.25914096832275,NA
112,115.18208289146423,NA
116,100.22931289672852,NA
120,110.28387141227722,NA
124,118.22068929672241,NA
128,120.81713271141052,NA
132,94.54292821884155,NA
136,71.58169150352478,NA
140,129.4741473197937,NA
144,104.45757579803467,NA
148,129.6562762260437,NA
152,140.1042149066925,NA
156,101.8636953830719,NA
160,147.10041308403015,NA
164,135.21028232574463,NA
168,169.80280709266663,NA
172,157.15075159072876,NA
176,149.70717430114746,NA
180,195.65451836585999,NA
184,126.59185528755188,NA
188,104.78559756278992,NA
192,101.55875301361084,NA
196,115.47760725021362,NA
200,104.851247549057,NA
204,113.23178839683533,NA
208,139.641028881073,NA
212,201.5438690185547,NA
216,95.17420434951782,NA
220,126.27412390708923,NA
224,132.31823301315308,NA
228,116.31047534942627,NA
232,144.98024892807007,NA
236,148.56209444999695,NA
240,131.2006824016571,NA
244,76.12487459182739,NA
248,352.9364535808563,NA
252,164.80462431907654,NA
256,147.8256471157074,NA
260,151.96337628364563,NA
264,132.346928358078,NA
268,169.32816982269287,NA
272,145.2328553199768,NA
276,139.76105403900146,NA
280,119.39419507980347,NA
284,111.79044270515442,NA
288,108.33416557312012,NA
292,132.20484042167664,NA
296,144.09104180335999,NA
300,178.53882694244385,NA
304,144.80603003501892,NA
308,119.55702900886536,NA
312,111.9354178905487,NA
316,110.77043771743774,NA
320,106.1670093536377,NA
324,128.49942278862,NA
328,180.4328489303589,NA
332,148.19504714012146,NA
336,164.10781049728394,NA
340,116.00273752212524,NA
344,140.4179766178131,NA
348,149.29474878311157,NA
352,140.21982264518738,NA
356,249.53644061088562,NA
360,145.66053533554077,NA
364,170.5021572113037,NA
368,158.11831283569336,NA
372,178.4741177558899,NA
376,132.3357493877411,NA
380,131.86948251724243,NA
384,148.73367738723755,NA
388,137.66365790367126,NA
392,124.86562991142273,NA
396,104.49537968635559,NA
