1,4927.104574918747,NA
5,995.2723615169525,NA
9,537.540566444397,NA
13,382.18027210235596,NA
17,304.92659544944763,NA
21,251.2476167678833,NA
25,215.23782348632812,NA
29,186.84778451919556,NA
33,169.66876792907715,NA
37,156.49133682250977,NA
41,149.60044169425964,NA
45,148.83243823051453,NA
49,145.539386510849,NA
53,139.58625197410583,NA
57,132.62442994117737,NA
61,138.20925188064575,NA
65,154.6112961769104,NA
69,120.38430547714233,NA
73,114.866450548172,NA
77,111.19558215141296,NA
81,110.44415044784546,NA
85,111.74958848953247,NA
89,115.19291567802429,NA
93,109.66871070861816,NA
97,117.58741641044617,NA
101,114.46065092086792,NA
105,123.0934145450592,NA
109,119.59305477142334,NA
113,128.86706137657166,NA
117,118.53198409080505,NA
121,130.92547225952148,NA
125,121.27563619613647,NA
129,137.50600957870483,NA
133,127.06363034248352,NA
137,123.34949660301208,NA
141,130.1265790462494,NA
145,133.0631766319275,NA
149,131.8509578704834,NA
153,138.0411982536316,NA
157,375.4407868385315,NA
161,539.0286622047424,NA
165,480.1591238975525,NA
169,486.3049530982971,NA
173,494.0357222557068,NA
177,483.05850625038147,NA
181,480.8472709655762,NA
185,481.71215534210205,NA
189,486.22801542282104,NA
193,484.23196172714233,NA
197,480.7197244167328,NA
201,487.8664445877075,NA
205,481.9370276927948,NA
209,483.8885142803192,NA
213,396.85424542427063,NA
217,63.687034606933594,NA
221,63.92449069023132,NA
225,63.960479974746704,NA
229,64.29834413528442,NA
233,64.56567120552063,NA
237,63.451321601867676,NA
241,65.06879115104675,NA
245,62.61700367927551,NA
249,64.98574352264404,NA
253,64.09352469444275,NA
257,64.74352312088013,NA
261,62.965161085128784,NA
265,64.40839219093323,NA
269,65.84103608131409,NA
273,65.1588716506958,NA
277,65.07032561302185,NA
281,65.51492762565613,NA
285,64.54742288589478,NA
289,64.71476459503174,NA
293,64.10850095748901,NA
297,64.56369638442993,NA
